2025-12-04 19:39, failed, 0.127719
2025-12-04 19:44, failed, 0.128738
2025-12-04 19:56, failed, 0.128680
2025-12-04 20:29, failed, 0.015361
2025-12-04 20:49, failed, 0.015373
2025-12-04 21:00, failed, 0.031443
2025-12-04 21:29, failed, 0.063538
2025-12-04 21:45, failed, 0.015353
2025-12-04 21:57, failed, 0.127697
2025-12-04 22:24, failed, 0.063523
2025-12-04 22:42, failed, 0.015345
2025-12-04 22:54, failed, 0.015352
2025-12-04 23:20, failed, 0.015402
2025-12-04 23:37, failed, 0.007273
2025-12-04 23:49, failed, 0.015338
2025-12-05 00:01, failed, 0.007290
2025-12-05 02:18, failed, 0.015348
2025-12-05 03:38, failed, 0.063516
2025-12-05 04:06, failed, 0.007287
2025-12-05 04:42, failed, 0.007276
2025-12-05 04:58, failed, 0.007282
2025-12-05 05:30, failed, 0.127709
2025-12-05 05:47, failed, 0.031406
2025-12-05 05:59, failed, 0.127724
2025-12-05 06:44, failed, 0.127682
2025-12-05 07:02, failed, 0.127684
2025-12-05 07:31, failed, 0.063532
2025-12-05 07:46, failed, 0.015352
2025-12-05 07:58, failed, 0.015340
2025-12-05 08:38, failed, 0.127680
2025-12-05 08:57, failed, 0.127683
2025-12-05 09:30, failed, 0.127679
2025-12-05 09:47, failed, 0.007303
2025-12-05 09:59, failed, 0.127613
2025-12-05 10:33, failed, 0.008271
2025-12-05 10:51, failed, 0.015366
2025-12-05 11:12, failed, 0.015344
2025-12-05 11:31, failed, 0.015329
2025-12-05 11:45, failed, 0.007300
2025-12-05 11:57, failed, 0.031463
2025-12-05 12:56, failed, 0.015339
2025-12-05 13:35, failed, 0.127680
2025-12-05 13:53, failed, 0.128733
2025-12-05 14:19, failed, 0.015343
2025-12-05 14:43, failed, 0.063559
2025-12-05 14:55, failed, 0.007281
2025-12-05 15:24, failed, 0.127642
2025-12-05 15:44, failed, 0.128656
2025-12-05 15:57, failed, 0.031397
2025-12-05 16:36, failed, 0.031446
2025-12-05 16:56, failed, 0.015411
2025-12-05 17:23, failed, 0.015371
2025-12-05 17:42, failed, 0.015343
2025-12-05 17:54, failed, 0.015325
2025-12-05 18:28, failed, 0.127629
2025-12-05 18:52, failed, 5.017287
2025-12-05 19:12, failed, 0.127833
2025-12-05 19:30, failed, 0.007287
2025-12-05 19:42, failed, 0.127669
2025-12-05 19:58, failed, 0.127680
2025-12-05 20:33, failed, 0.031422
2025-12-05 20:49, failed, 0.031445
2025-12-05 21:02, failed, 0.127655
2025-12-05 21:28, failed, 0.015387
2025-12-05 21:44, failed, 0.015360
2025-12-05 21:56, failed, 0.127712
2025-12-05 22:25, failed, 0.016366
2025-12-05 22:43, failed, 0.031418
2025-12-05 22:55, failed, 0.015451
2025-12-05 23:20, failed, 0.031399
2025-12-05 23:36, failed, 0.015333
2025-12-05 23:47, failed, 0.015339
2025-12-05 23:59, failed, 0.003247
2025-12-06 02:05, failed, 0.007298
